89;"02:00/07:00";"NO";1;7200;25200;0;0;0;0;no;0;0;0;"ellen";06/08/10;"080638";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
90;"05:00/16:33 (5X1 ONIBUS)";"NO";1;18000;59580;0;0;0;18000;no;0;0;0;"ellen";27/02/10;"181904";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
91;"05:20/18:20 ONIBUS (SAB COMP)";"NO";1;19200;66000;0;0;0;18000;no;0;0;0;"ellen";19/03/10;"142415";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
92;"05:00/18:20 ONIBUS (5X1)";"NO";1;18000;66000;0;0;0;18000;no;0;0;0;"ellen";13/04/10;"131556";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
93;"05:20/16:20 (ONIBUS) SAB COMP";"NO";1;19200;58800;0;0;0;7200;no;0;0;0;"ellen";15/04/10;"140920";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
94;"07:00/19:30 (6X1)";"NO";1;25200;70200;0;0;0;18000;no;0;0;0;"ellen";27/05/10;"161603";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
95;"05:20/16:20 (ONIBUS) SAB COMP";"NO";1;19200;58800;0;0;0;7200;no;0;0;0;"ELLEN";02/06/10;"111113";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
96;"07:00/16:00";"NO";1;25200;57600;0;0;0;3600;no;0;0;0;"ellen";06/08/10;"080706";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
97;"07:00/17:00 (GERAL/PEDREIROS)";"NO";1;25200;61200;0;0;0;3600;no;0;0;0;"ellen";06/08/10;"080709";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
98;"07:00/16:00 (GERAL/PEDREIROS)";"NO";1;25200;61200;0;0;0;3600;no;0;0;0;"ellen";06/08/10;"080713";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
99;"07:00/16:00 (GERAL/PEDREIROS)";"NO";1;25200;57600;0;0;0;3600;no;0;0;0;"ellen";06/08/10;"080717";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
100;"07:00/15:20";"NO";1;25200;55200;0;0;0;3600;no;0;0;0;"ELLEN";28/10/13;"083831";"000000000000000";"";?;?;no;no;0;0;0;0;600;600
101;"07:30/16:30 (SEG A SEX)";"NO";1;27000;59400;0;0;0;3600;no;0;0;0;"ELLEN";27/08/10;"103126";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
102;"08:00/12:00";"NO";1;28800;43200;0;0;0;0;no;0;0;0;"camila";05/02/18;"095320";"000000000000000             N00000";"";?;?;no;no;0;0;0;0;0;0
103;"13:00/21:20";"NO";1;46800;76800;0;0;0;3600;no;0;0;0;"ELLEN";01/10/10;"201548";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
104;"05:20/18:20 MOTORISTA ONIBU";"NO";1;19200;66000;0;0;0;10800;no;0;0;0;"fabiano";02/02/11;"143916";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
105;"05:20/18:20 MOTORISTA ONIBU";"NO";1;19200;58800;0;0;0;13200;no;0;0;0;"fabiano";10/03/11;"084610";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
106;"06:30/14:50";"NO";1;23400;53400;0;0;0;3600;no;0;0;0;"ellen";31/05/19;"093301";"000000000000000             N00000";"";?;?;no;no;0;0;0;0;0;0
107;"06:15/14:35";"NO";1;22500;52500;0;0;0;3600;no;0;0;0;"FABIANO";25/05/11;"134124";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
108;"09:00/17:20 (ALMOXARIFADO)";"NO";1;32400;62400;0;0;0;3600;no;0;0;0;"FABIANO";05/07/11;"083327";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
109;"06:00/14:20 (almoxarifado)";"NO";1;21600;51600;0;0;0;3600;no;0;0;0;"FABIANO";21/07/11;"120802";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
110;"16:20/00:40 (almoxarifado)";"NO";1;58800;2400;0;0;0;3600;yes;0;0;0;"FABIANO";26/07/11;"141542";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
111;"07:00/16:48";"NO";1;25200;60480;0;0;0;3600;no;0;0;0;"FABIANO";09/08/11;"151235";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
112;"06:00/15:48";"NO";1;21600;56880;0;0;0;3600;no;0;0;0;"FABIANO";09/08/11;"151406";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
