"13";"*";30;2019;1;9999;12;1;58;0;0;"gmoreno";14/09/22;"153225";"";" 0";?;?;no;no;0;0;0;0;yes;yes;yes;yes;yes;yes;no;"";""
"13";"*";31;2019;1;9999;12;1;59;0;0;"gmoreno";07/12/22;"152513";"";" 0";?;?;no;no;0;0;0;0;yes;yes;yes;yes;yes;yes;no;"";""
"13";"*";423;2019;1;9999;12;1;58;0;0;"amagro";14/09/22;"101821";"";" 0";?;?;no;no;0;0;0;0;yes;yes;yes;yes;yes;yes;no;"";""
"13";"*";426;2019;1;9999;12;1;58;0;0;"amagro";14/09/22;"101833";"";" 0";?;?;no;no;0;0;0;0;yes;yes;yes;yes;yes;yes;no;"";""
"13";"*";429;2019;1;9999;12;1;58;0;0;"amagro";14/09/22;"101843";"";" 0";?;?;no;no;0;0;0;0;yes;yes;yes;yes;yes;yes;no;"";""
"13";"201";8;2019;8;9999;12;1;59;0;0;"amagro";28/10/22;"113013";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;yes;no;"";""
"13";"201";10;2019;1;9999;12;1;58;0;0;"gmoreno";14/09/22;"153305";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"201";26;2021;1;9999;12;1;59;0;0;"amagro";14/10/22;"143911";"";" 0";?;?;no;no;0;0;0;0;yes;yes;yes;yes;yes;yes;no;"";""
"13";"201";27;2019;1;9999;12;1;59;0;0;"amagro";28/10/22;"111452";"";" 0";?;?;no;no;0;0;0;0;yes;yes;yes;yes;yes;yes;no;"";""
"13";"203";3;2019;1;9999;12;1;58;0;0;"gmoreno";14/09/22;"153335";"";" 0";?;?;no;no;0;0;0;0;no;no;no;no;no;no;no;"";""
"13";"203";8;2019;8;9999;12;1;59;0;0;"gmoreno";02/02/23;"102559";"";" 0";?;?;yes;yes;0;0;0;0;yes;yes;yes;yes;yes;yes;yes;"";""
"13";"203";10;2019;1;9999;12;1;58;0;0;"gmoreno";14/09/22;"153356";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"203";11;2019;3;9999;12;1;58;0;0;"gmoreno";14/09/22;"153406";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"204";8;2019;8;9999;12;1;58;0;0;"gmoreno";14/09/22;"153419";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"204";10;2019;1;9999;12;1;58;0;0;"gmoreno";14/09/22;"153429";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"204";11;2019;3;9999;12;1;58;0;0;"gmoreno";14/09/22;"153439";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"205";8;2019;8;9999;12;1;58;0;0;"gmoreno";14/09/22;"153449";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"205";10;2019;1;9999;12;1;58;0;0;"gmoreno";14/09/22;"153500";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
"13";"205";11;2019;3;9999;12;1;58;0;0;"gmoreno";14/09/22;"153510";"";" 0";?;?;no;no;0;0;0;0;yes;no;no;no;no;no;no;"";""
